ID,Produto,Grupo,Risk Indicator,Rank
ESC1345,Escavadeira,Demais,0.6532590283352526,616.0
ESC1346,Escavadeira,Demais,0.5603262573340277,2126.0
ESC1348,Escavadeira,Demais,0.55727408759971,2208.0
ESC1349,Escavadeira,Demais,0.6136086510752596,921.0
ESC135,Escavadeira,Demais,0.554622751051344,2357.0
ESC1350,Escavadeira,Demais,0.5625681691599036,2004.0
ESC1351,Escavadeira,Demais,0.5465080994760048,2700.0
ESC1352,Escavadeira,Demais,0.5649367784868973,1915.0
ESC1353,Escavadeira,Demais,0.5951589501707988,1396.0
ESC1354,Escavadeira,Demais,0.6085993970907868,1047.0
ESC1355,Escavadeira,Demais,0.6115234488330723,962.0
ESC1356,Escavadeira,Demais,0.547758827666831,2538.0
ESC1357,Escavadeira,Demais,0.5549395460766495,2331.0
ESC1358,Escavadeira,Demais,0.526164082449311,3387.0
ESC1359,Escavadeira,Demais,0.5471190580530358,2609.0
ESC136,Escavadeira,Demais,0.5585790851874605,2180.0
ESC1361,Escavadeira,Demais,0.5481146939443928,2516.0
ESC1362,Escavadeira,Demais,0.5446760554955729,2890.0
ESC1364,Escavadeira,Demais,0.547350482151844,2586.0
ESC1366,Escavadeira,Demais,0.6875573729957126,443.0
ESC1367,Escavadeira,Demais,0.5950155433692328,1405.0
ESC1368,Escavadeira,Demais,0.5477574352669152,2539.0
ESC1369,Escavadeira,Demais,0.5358151933343085,3142.0
ESC137,Escavadeira,Demais,0.5905710165266946,1570.0
ESC1370,Escavadeira,Demais,0.6093865934735729,1010.0
ESC1371,Escavadeira,Demais,0.5982834483578015,1299.0
ESC1372,Escavadeira,Demais,0.5353746820815704,3144.0
ESC1374,Escavadeira,Demais,0.5935270064013802,1476.0
ESC1375,Escavadeira,Demais,0.5345936194759462,3154.0
ESC1376,Escavadeira,Demais,0.5591593646557846,2166.0
ESC1378,Escavadeira,Demais,0.6051777584854516,1172.0
ESC1379,Escavadeira,Demais,0.5555882282817979,2289.0
ESC138,Escavadeira,Demais,0.6079788003332798,1072.0
ESC1380,Escavadeira,Demais,0.5952034079162347,1395.0
ESC1382,Escavadeira,Demais,0.5083293259343673,3797.0
ESC1383,Escavadeira,Demais,0.5481978969752446,2515.0
ESC1384,Escavadeira,Demais,0.5863673915133893,1669.0
ESC1385,Escavadeira,Demais,0.6109272239761854,972.0
ESC1386,Escavadeira,Demais,0.5264261414710614,3382.0
ESC1388,Escavadeira,Demais,0.5443069584685993,2908.0
ESC139,Escavadeira,Demais,0.6138750164888072,918.0
ESC1390,Escavadeira,Demais,0.6045750850337204,1181.0
ESC1391,Escavadeira,Demais,0.6088292061401432,1036.0
ESC1393,Escavadeira,Demais,0.5469190850892709,2635.0
ESC1394,Escavadeira,Demais,0.5603807047818437,2124.0
ESC1395,Escavadeira,Demais,0.6253275829854136,813.0
ESC1396,Escavadeira,Demais,0.5475083384735537,2570.0
ESC1399,Escavadeira,Demais,0.5558184755624827,2276.0
ESC14,Escavadeira,Demais,0.6091906318802034,1021.0
ESC140,Escavadeira,Demais,0.5377543377818632,3087.0
ESC1400,Escavadeira,Demais,0.5087784380987417,3727.0
ESC1401,Escavadeira,Demais,0.5966112610483243,1345.0
